event_definition,variable_name,coding_system,event_code,tags,code_no_dot
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459309011,narrow,459309011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459310018,narrow,459310018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459311019,narrow,459311019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459312014,narrow,459312014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459313016,narrow,459313016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459694018,narrow,459694018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,459695017,narrow,459695017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,468181000006111,narrow,468181000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,468191000006114,narrow,468191000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,472901000000116,narrow,472901000000116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,479511000000117,narrow,479511000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,479571000000110,narrow,479571000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,479981000000119,narrow,479981000000119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,483882011,narrow,483882011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,483886014,narrow,483886014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,493773010,narrow,493773010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,493774016,narrow,493774016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,494564012,narrow,494564012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,494831000000119,narrow,494831000000119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,498512013,narrow,498512013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,5109541000006118,narrow,5109541000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,5109551000006116,narrow,5109551000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,532331000000119,narrow,532331000000119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,546001000000113,narrow,546001000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,546071000000117,narrow,546071000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,546151000000110,narrow,546151000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,546221000000114,narrow,546221000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,546291000000112,narrow,546291000000112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,546471000000114,narrow,546471000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,546871000000112,narrow,546871000000112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,546961000000111,narrow,546961000000111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,547061000000110,narrow,547061000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,547191000000117,narrow,547191000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,548121000000116,narrow,548121000000116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,548131000000119,narrow,548131000000119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,580131000033119,narrow,580131000033119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,587111000006111,narrow,587111000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,587521000006111,narrow,587521000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616081000006113,narrow,616081000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616241000006112,narrow,616241000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616351000006115,narrow,616351000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616381000006111,narrow,616381000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616391000006114,narrow,616391000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616421000006118,narrow,616421000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616441000006113,narrow,616441000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616451000006110,narrow,616451000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616461000006112,narrow,616461000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616481000006119,narrow,616481000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616491000006116,narrow,616491000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616501000006112,narrow,616501000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616511000006110,narrow,616511000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616531000006116,narrow,616531000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616541000006114,narrow,616541000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616551000006111,narrow,616551000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616561000006113,narrow,616561000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616571000006118,narrow,616571000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616581000006115,narrow,616581000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616591000006117,narrow,616591000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616601000006113,narrow,616601000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616611000006111,narrow,616611000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616621000006115,narrow,616621000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616641000006110,narrow,616641000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616651000006112,narrow,616651000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616661000006114,narrow,616661000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616671000006119,narrow,616671000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616681000006116,narrow,616681000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616691000006118,narrow,616691000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616701000006118,narrow,616701000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616711000006115,narrow,616711000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616731000006114,narrow,616731000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616741000006116,narrow,616741000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616751000006119,narrow,616751000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616831000006118,narrow,616831000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616891000006119,narrow,616891000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616921000006113,narrow,616921000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,616971000006114,narrow,616971000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,620171000000113,narrow,620171000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,621511000000117,narrow,621511000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,621911000000114,narrow,621911000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,622221000000118,narrow,622221000000118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,63021000000116,narrow,63021000000116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,63041000000111,narrow,63041000000111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,641581000006115,narrow,641581000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,643691000000114,narrow,643691000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,65526011,narrow,65526011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,6630591000006111,narrow,6630591000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,674961000006118,narrow,674961000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,68721000033116,narrow,68721000033116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,68821000033114,narrow,68821000033114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,68921000033119,narrow,68921000033119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,69021000033113,narrow,69021000033113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,692951000000111,narrow,692951000000111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,6981271000006112,narrow,6981271000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,719471000006119,narrow,719471000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,719481000006116,narrow,719481000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,719531000006118,narrow,719531000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,719541000006111,narrow,719541000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,719561000006110,narrow,719561000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,719571000006115,narrow,719571000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,719591000006119,narrow,719591000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,719601000006110,narrow,719601000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,720311000006119,narrow,720311000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,72651000006114,narrow,72651000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,72711000006117,narrow,72711000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,72721000006113,narrow,72721000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,730411000000115,narrow,730411000000115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,730471000000113,narrow,730471000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,73294018,narrow,73294018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,733161000000116,narrow,733161000000116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,73466011,narrow,73466011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,736731000000118,narrow,736731000000118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,736911000000111,narrow,736911000000111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,737031000000119,narrow,737031000000119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,737331000000117,narrow,737331000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,746791000006111,narrow,746791000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7500211000006117,narrow,7500211000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7500501000006118,narrow,7500501000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7500521000006111,narrow,7500521000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7500541000006116,narrow,7500541000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,764191000006112,narrow,764191000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,764201000006110,narrow,764201000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7644681000006117,narrow,7644681000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771331000006116,narrow,771331000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771341000006114,narrow,771341000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771351000006111,narrow,771351000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771361000006113,narrow,771361000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771371000006118,narrow,771371000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771381000006115,narrow,771381000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771391000006117,narrow,771391000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771401000006115,narrow,771401000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771411000006117,narrow,771411000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771421000006113,narrow,771421000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771481000006112,narrow,771481000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771491000006110,narrow,771491000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771501000006119,narrow,771501000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,771511000006116,narrow,771511000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,772131000006111,narrow,772131000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,772141000006118,narrow,772141000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,772151000006116,narrow,772151000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,772161000006119,narrow,772161000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,772171000006114,narrow,772171000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,772181000006112,narrow,772181000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7746161000006117,narrow,7746161000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,777231000006119,narrow,777231000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,77727018,narrow,77727018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7851731000006116,narrow,7851731000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7861571000006116,narrow,7861571000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7861581000006118,narrow,7861581000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7863801000006113,narrow,7863801000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7863811000006111,narrow,7863811000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,787101000006114,narrow,787101000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,787111000006112,narrow,787111000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,794681000006118,narrow,794681000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7966931000006114,narrow,7966931000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7966941000006116,narrow,7966941000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,7966951000006119,narrow,7966951000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,8033291000006116,narrow,8033291000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,8033301000006115,narrow,8033301000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,8118151000006112,narrow,8118151000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,8120401000006111,narrow,8120401000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,817471000006110,narrow,817471000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,817481000006113,narrow,817481000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,817491000006111,narrow,817491000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,82373015,narrow,82373015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,82979011,narrow,82979011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,840951000006119,narrow,840951000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,840971000006112,narrow,840971000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,841011000006112,narrow,841011000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,841351000006110,narrow,841351000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84281000006115,narrow,84281000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84291000006117,narrow,84291000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84301000006116,narrow,84301000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84311000006118,narrow,84311000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84321000006114,narrow,84321000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84331000006112,narrow,84331000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84341000006119,narrow,84341000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84351000006117,narrow,84351000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84361000006115,narrow,84361000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84371000006110,narrow,84371000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84381000006113,narrow,84381000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84391000006111,narrow,84391000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84401000006113,narrow,84401000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84411000006111,narrow,84411000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84421000006115,narrow,84421000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84431000006117,narrow,84431000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84441000006110,narrow,84441000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84451000006112,narrow,84451000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84461000006114,narrow,84461000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84471000006119,narrow,84471000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84481000006116,narrow,84481000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84491000006118,narrow,84491000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84501000006114,narrow,84501000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84511000006112,narrow,84511000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84521000006116,narrow,84521000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84531000006118,narrow,84531000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84541000006111,narrow,84541000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84551000006113,narrow,84551000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84561000006110,narrow,84561000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84571000006115,narrow,84571000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84581000006117,narrow,84581000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84591000006119,narrow,84591000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84601000006110,narrow,84601000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84611000006113,narrow,84611000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84621000006117,narrow,84621000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84631000006119,narrow,84631000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84641000006112,narrow,84641000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84651000006114,narrow,84651000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84661000006111,narrow,84661000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84671000006116,narrow,84671000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84681000006118,narrow,84681000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84691000006115,narrow,84691000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84701000006115,narrow,84701000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84711000006117,narrow,84711000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84721000006113,narrow,84721000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84731000006111,narrow,84731000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84741000006118,narrow,84741000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84751000006116,narrow,84751000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84761000006119,narrow,84761000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84771000006114,narrow,84771000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84781000006112,narrow,84781000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84791000006110,narrow,84791000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84801000006111,narrow,84801000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84811000006114,narrow,84811000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84821000006118,narrow,84821000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84831000006115,narrow,84831000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84841000006113,narrow,84841000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84851000006110,narrow,84851000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84861000006112,narrow,84861000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84871000006117,narrow,84871000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84881000006119,narrow,84881000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84891000006116,narrow,84891000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84901000006117,narrow,84901000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84911000006119,narrow,84911000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84921000006110,narrow,84921000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84931000006113,narrow,84931000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84941000006115,narrow,84941000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84951000006118,narrow,84951000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84961000006116,narrow,84961000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84971000006111,narrow,84971000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84981000006114,narrow,84981000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,84991000006112,narrow,84991000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,85001000006117,narrow,85001000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,85011000006119,narrow,85011000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,850691000006118,narrow,850691000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,856531000006119,narrow,856531000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,856551000006114,narrow,856551000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,856561000006111,narrow,856561000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,856611000006114,narrow,856611000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,856621000006118,narrow,856621000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,856631000006115,narrow,856631000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,856641000006113,narrow,856641000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,856651000006110,narrow,856651000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,856661000006112,narrow,856661000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,856671000006117,narrow,856671000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,856681000006119,narrow,856681000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,856691000006116,narrow,856691000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,856771000006110,narrow,856771000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,857031000006113,narrow,857031000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,857051000006118,narrow,857051000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,857411000006110,narrow,857411000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,857421000006119,narrow,857421000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,857431000006116,narrow,857431000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,857441000006114,narrow,857441000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,857691000006119,narrow,857691000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,857721000006112,narrow,857721000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,857741000006117,narrow,857741000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,857761000006118,narrow,857761000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,857971000006110,narrow,857971000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,857981000006113,narrow,857981000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,881441000006111,narrow,881441000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,881451000006113,narrow,881451000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,881461000006110,narrow,881461000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,881471000006115,narrow,881471000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,881481000006117,narrow,881481000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,881491000006119,narrow,881491000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,881501000006110,narrow,881501000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,881511000006113,narrow,881511000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,881521000006117,narrow,881521000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,902201000006112,narrow,902201000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,905621000006113,narrow,905621000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,906711000006116,narrow,906711000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,908831000006118,narrow,908831000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,9093013,narrow,9093013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,910211000006114,narrow,910211000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,910491000006117,narrow,910491000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,910501000006113,narrow,910501000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913441000006119,narrow,913441000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913451000006117,narrow,913451000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913461000006115,narrow,913461000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913471000006110,narrow,913471000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913481000006113,narrow,913481000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913491000006111,narrow,913491000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913501000006115,narrow,913501000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913511000006117,narrow,913511000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913521000006113,narrow,913521000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913531000006111,narrow,913531000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913541000006118,narrow,913541000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913551000006116,narrow,913551000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913591000006110,narrow,913591000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913621000006112,narrow,913621000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913651000006115,narrow,913651000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913661000006118,narrow,913661000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913671000006113,narrow,913671000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913681000006111,narrow,913681000006111
