event_definition,variable_name,coding_system,event_code,tags,code_no_dot
Depression,Ment_DEPRESSION_COV,SNOMEDCT_US,76441001,narrow,76441001
Depression,Ment_DEPRESSION_COV,SNOMEDCT_US,78667006,narrow,78667006
Depression,Ment_DEPRESSION_COV,SNOMEDCT_US,79298009,narrow,79298009
Depression,Ment_DEPRESSION_COV,SNOMEDCT_US,83458005,narrow,83458005
Depression,Ment_DEPRESSION_COV,SNOMEDCT_US,871840004,narrow,871840004
Depression,Ment_DEPRESSION_COV,SNOMEDCT_US,87414006,narrow,87414006
Depression,Ment_DEPRESSION_COV,SNOMEDCT_US,94921000119107,narrow,94921000119107
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1013661000006110,narrow,1013661000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1013671000006115,narrow,1013671000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1013681000006117,narrow,1013681000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1013691000006119,narrow,1013691000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1013701000006119,narrow,1013701000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1013741000006117,narrow,1013741000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1013751000006115,narrow,1013751000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1015121000006112,narrow,1015121000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1020261000006111,narrow,1020261000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1020731000006114,narrow,1020731000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1023681000006110,narrow,1023681000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1023741000006110,narrow,1023741000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1025241000006118,narrow,1025241000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1030541000006112,narrow,1030541000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1031051000006113,narrow,1031051000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1033451000006119,narrow,1033451000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1038261000006111,narrow,1038261000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1038281000006118,narrow,1038281000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1039391000006117,narrow,1039391000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1048331000006114,narrow,1048331000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1052281000006116,narrow,1052281000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1060021000006117,narrow,1060021000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1063651000006112,narrow,1063651000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1065811000000118,narrow,1065811000000118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1067271000006114,narrow,1067271000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1079341000006112,narrow,1079341000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1081581000006117,narrow,1081581000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1081611000006113,narrow,1081611000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1081641000006112,narrow,1081641000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1081701000006115,narrow,1081701000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1088501000006115,narrow,1088501000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1088571000006114,narrow,1088571000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1088671000006113,narrow,1088671000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,10928019,narrow,10928019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1093131000006110,narrow,1093131000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1094311000006115,narrow,1094311000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1098831000006113,narrow,1098831000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1098961000006112,narrow,1098961000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1099341000006117,narrow,1099341000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1099381000006111,narrow,1099381000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1099861000006110,narrow,1099861000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1099881000006117,narrow,1099881000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1100981000006112,narrow,1100981000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1103761000006114,narrow,1103761000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1108151000006115,narrow,1108151000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1109101000006111,narrow,1109101000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1112191000006114,narrow,1112191000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1113551000006118,narrow,1113551000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1118081000006113,narrow,1118081000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1118121000006110,narrow,1118121000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1118151000006118,narrow,1118151000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1118361000006118,narrow,1118361000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1118381000006111,narrow,1118381000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1118391000006114,narrow,1118391000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1118411000006114,narrow,1118411000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1118981000006112,narrow,1118981000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1119321000006119,narrow,1119321000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1119351000006111,narrow,1119351000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1119981000006119,narrow,1119981000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1120491000006114,narrow,1120491000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1124301000006115,narrow,1124301000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1127141000006114,narrow,1127141000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1128051000006111,narrow,1128051000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1128561000006115,narrow,1128561000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1130931000006116,narrow,1130931000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1131211000006113,narrow,1131211000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1131251000006114,narrow,1131251000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1131631000006117,narrow,1131631000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1131661000006114,narrow,1131661000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1132291000006113,narrow,1132291000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1132301000006114,narrow,1132301000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1132311000006112,narrow,1132311000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1132321000006116,narrow,1132321000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1132331000006118,narrow,1132331000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1132351000006113,narrow,1132351000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1132361000006110,narrow,1132361000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1132371000006115,narrow,1132371000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1133641000006111,narrow,1133641000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1134081000006111,narrow,1134081000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1135131000006110,narrow,1135131000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1135841000006113,narrow,1135841000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1136831000006111,narrow,1136831000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1136871000006114,narrow,1136871000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1137491000006110,narrow,1137491000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1137501000006119,narrow,1137501000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1137821000006110,narrow,1137821000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1140501000006116,narrow,1140501000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1140931000006117,narrow,1140931000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1140951000006112,narrow,1140951000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1142501000006117,narrow,1142501000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1142521000006110,narrow,1142521000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1144371000006112,narrow,1144371000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1162341000000110,narrow,1162341000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,11633211000006112,narrow,11633211000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,11633221000006116,narrow,11633221000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1164191000000111,narrow,1164191000000111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1177721000000112,narrow,1177721000000112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,11989831000006113,narrow,11989831000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,11989911000006114,narrow,11989911000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,121589010,narrow,121589010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1222099015,narrow,1222099015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1223147012,narrow,1223147012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1223148019,narrow,1223148019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1227774019,narrow,1227774019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1228686010,narrow,1228686010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1230595015,narrow,1230595015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1230890017,narrow,1230890017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1230929011,narrow,1230929011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1231774017,narrow,1231774017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1235517012,narrow,1235517012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,125705011,narrow,125705011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,127051000006112,narrow,127051000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,13751000006117,narrow,13751000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,13761000006115,narrow,13761000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,13771000006110,narrow,13771000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,13781000006113,narrow,13781000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,13791000006111,narrow,13791000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,13811000006110,narrow,13811000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,139001000000110,narrow,139001000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1479985016,narrow,1479985016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1484867016,narrow,1484867016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1484875010,narrow,1484875010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1484887015,narrow,1484887015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1484888013,narrow,1484888013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1484923019,narrow,1484923019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1484954015,narrow,1484954015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1488393013,narrow,1488393013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1488394019,narrow,1488394019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1488395018,narrow,1488395018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1488396017,narrow,1488396017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1488397014,narrow,1488397014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1488398016,narrow,1488398016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1488403015,narrow,1488403015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1488404014,narrow,1488404014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1488405010,narrow,1488405010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1488406011,narrow,1488406011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1488441010,narrow,1488441010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1488898011,narrow,1488898011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1539131000006115,narrow,1539131000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1550571000000114,narrow,1550571000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,15518018,narrow,15518018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1567721000006116,narrow,1567721000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1573121000006119,narrow,1573121000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,16171000000110,narrow,16171000000110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1628621000006112,narrow,1628621000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1658821000000117,narrow,1658821000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1658861000000113,narrow,1658861000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1658901000000118,narrow,1658901000000118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1658941000000115,narrow,1658941000000115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1665721000000112,narrow,1665721000000112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1665751000000119,narrow,1665751000000119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1666911000000113,narrow,1666911000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1666931000000117,narrow,1666931000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1667891000000113,narrow,1667891000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1667921000000117,narrow,1667921000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1667941000000112,narrow,1667941000000112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1690631000000113,narrow,1690631000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1694761000006113,narrow,1694761000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1694811000006118,narrow,1694811000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1696331000006114,narrow,1696331000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1697221000006119,narrow,1697221000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,169731000006118,narrow,169731000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1704651000006111,narrow,1704651000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1704731000006113,narrow,1704731000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1704781000006114,narrow,1704781000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1704791000006112,narrow,1704791000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1704801000006113,narrow,1704801000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1713371000006112,narrow,1713371000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1732691000000113,narrow,1732691000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1734281000000117,narrow,1734281000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1734721000000114,narrow,1734721000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1744461000006117,narrow,1744461000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1744471000006112,narrow,1744471000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1745771000006118,narrow,1745771000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1752811000000118,narrow,1752811000000118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1754911000006114,narrow,1754911000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1755441000006119,narrow,1755441000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1759911000000118,narrow,1759911000000118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1763361000006116,narrow,1763361000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1763421000006116,narrow,1763421000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1767201000006118,narrow,1767201000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1773381000006119,narrow,1773381000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1775531012,narrow,1775531012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1776581000006117,narrow,1776581000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1780286017,narrow,1780286017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1780311019,narrow,1780311019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1780386019,narrow,1780386019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1780981000006115,narrow,1780981000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1783381000006112,narrow,1783381000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1784011000006116,narrow,1784011000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1785163015,narrow,1785163015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1785332013,narrow,1785332013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,178798017,narrow,178798017
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1788071000006115,narrow,1788071000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1799541000000117,narrow,1799541000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1803751000006119,narrow,1803751000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1804191000006114,narrow,1804191000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1822191000006112,narrow,1822191000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1822391000006114,narrow,1822391000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1823471000006110,narrow,1823471000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1823921000006119,narrow,1823921000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1824081000006117,narrow,1824081000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1824931000006119,narrow,1824931000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1839671000006113,narrow,1839671000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1841451000006115,narrow,1841451000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1841461000006118,narrow,1841461000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1841471000006113,narrow,1841471000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1841481000006111,narrow,1841481000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1841491000006114,narrow,1841491000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1842001000006118,narrow,1842001000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1850931000006111,narrow,1850931000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1853141000006111,narrow,1853141000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1853151000006113,narrow,1853151000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1853161000006110,narrow,1853161000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1853171000006115,narrow,1853171000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1854821000006113,narrow,1854821000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1855341000006113,narrow,1855341000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1855351000006110,narrow,1855351000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1856641000006113,narrow,1856641000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1856651000006110,narrow,1856651000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1856661000006112,narrow,1856661000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1858811000006114,narrow,1858811000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1859611000006117,narrow,1859611000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1861201000006110,narrow,1861201000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1861341000006117,narrow,1861341000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1868141000006110,narrow,1868141000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1871511000006119,narrow,1871511000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1873301000006114,narrow,1873301000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1876341000006117,narrow,1876341000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1877371000006111,narrow,1877371000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1884591000006118,narrow,1884591000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1891061000006117,narrow,1891061000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,189711000000119,narrow,189711000000119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,189721000000113,narrow,189721000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,189831000000116,narrow,189831000000116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,189841000000113,narrow,189841000000113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1910971000006110,narrow,1910971000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1918361000006116,narrow,1918361000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1932051000006114,narrow,1932051000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1933071000006114,narrow,1933071000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1934931000006112,narrow,1934931000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1935341000006117,narrow,1935341000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1952531000033113,narrow,1952531000033113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1954041000006119,narrow,1954041000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1955171000006110,narrow,1955171000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1957911000006111,narrow,1957911000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1960611000006113,narrow,1960611000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1960621000006117,narrow,1960621000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1966311000006116,narrow,1966311000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1966321000006112,narrow,1966321000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1966441000006113,narrow,1966441000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1968641000006114,narrow,1968641000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1977131000006118,narrow,1977131000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1977221000006114,narrow,1977221000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,197761014,narrow,197761014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1979691000006117,narrow,1979691000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1979721000006110,narrow,1979721000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1979731000006113,narrow,1979731000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1979741000006115,narrow,1979741000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1979751000006118,narrow,1979751000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1979761000006116,narrow,1979761000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,197984010,narrow,197984010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1984081000006115,narrow,1984081000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,198461000000116,narrow,198461000000116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1987971000006114,narrow,1987971000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1988741000006117,narrow,1988741000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,19931010,narrow,19931010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,199471000000118,narrow,199471000000118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1996751000006117,narrow,1996751000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,1999901000006113,narrow,1999901000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,200111000006116,narrow,200111000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2014951000006115,narrow,2014951000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,205225016,narrow,205225016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2115761000000117,narrow,2115761000000117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2116661000000116,narrow,2116661000000116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2117891000000114,narrow,2117891000000114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,213141000006111,narrow,213141000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2139121000000115,narrow,2139121000000115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,214921000006116,narrow,214921000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2156000010,narrow,2156000010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2156571000000116,narrow,2156571000000116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159170012,narrow,2159170012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159271018,narrow,2159271018
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159948010,narrow,2159948010
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159949019,narrow,2159949019
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159955012,narrow,2159955012
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159956013,narrow,2159956013
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159958014,narrow,2159958014
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159960011,narrow,2159960011
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,2159961010,narrow,2159961010
